date	Cereal	Dairy	Fish	Fruits	Vegetables	LiveAnimals	Meat
7/1/2018	13.982183807002912	13.738218345109415	19.8110136447623	20.608245282404308	8.908606367843667	3.344962552299344	19.606770000578052
8/1/2018	14.13082354676352	14.070024039251553	20.271483628219627	20.178178227123233	8.682338003579837	3.1783754147151644	19.488777140347064
9/1/2018	14.553862817779262	13.463028497941698	20.91214015143093	18.958426485199574	9.279707754659169	3.457392255480931	19.375442037508435
10/1/2018	14.264645518297407	13.25619303380975	21.142196757638168	18.69872466499001	9.833613414063333	3.819361385822764	18.98526522537857
11/1/2018	13.266555736872412	13.664948575859343	21.098088392705353	18.963152875609218	10.56932706636939	3.691718168073574	18.74620918451071
12/1/2018	14.119420764493276	12.763021922848864	20.320420389327367	19.98381520377591	11.485098099563132	3.518912693945986	17.809310926045463
1/1/2019	14.390043562263905	12.935621737527136	19.351501333423148	21.588545218287685	11.727511948592188	2.8897223680083455	17.117053831897593
2/1/2019	14.184693827768013	13.595578553685245	18.548113975246114	20.565026333653325	12.867682971432156	3.1401102637062586	17.098794074508888
3/1/2019	13.926203868215781	13.1924717801989	18.62329224296582	20.793553109741666	12.665461989672982	3.05889498135399	17.74012202785086
4/1/2019	12.918263094072172	12.577992193405588	18.8437235804874	21.644643175476467	12.128097188952399	3.095828987204813	18.791451780401164
5/1/2019	12.662609002377796	13.011969694808645	19.22830906075203	21.503019767207494	11.387519724928694	3.112287205904765	19.094285544020575
6/1/2019	12.04640297477575	13.348291277547714	19.605031859436874	21.724947513025512	10.533673457930115	3.1230372764479	19.618615640836133
7/1/2019	12.482488672426939	13.801033486795191	19.958260297425134	20.495687145016127	9.615845654685378	3.2020648534234613	20.444619890227766
8/1/2019	13.581079619297002	13.601562382393773	20.333711921700235	20.229153174297704	9.11559459692678	2.9697065692005213	20.169191736183986
9/1/2019	14.07251312261355	13.384963700898547	20.576439183962837	19.49416384074876	9.206411530186555	3.1913897425972566	20.074118878992493
10/1/2019	13.133806896337594	13.220452123501083	20.91486672467597	19.00837863620125	9.642678539759224	4.078384148767937	20.00143293075694
11/1/2019	12.266899964199261	13.026829690430297	20.30945305479884	20.08907792943698	10.480588175324044	3.3202222016743366	20.50692898413624
12/1/2019	12.191314300620743	12.094661725596454	20.277592776315178	21.051535401580736	10.93189602688103	3.5314300117839164	19.921569757221942
1/1/2020	12.40045377592096	12.586129354438755	18.568033762051886	21.933340062427124	11.676313772021754	3.0961546124264547	19.73957466071307
2/1/2020	13.77259306923605	13.126508791472041	17.111772956072752	20.79763256420457	12.41621400555166	3.1527485533318176	19.62253006013111
3/1/2020	14.102195529145739	12.601774033032434	16.095566835098595	20.801565587838265	12.46171571178204	2.972059498500779	20.965122804602146
4/1/2020	14.808219847125384	12.304138001219602	15.654831214415243	22.5640183710863	12.626856273896841	2.7392729555680804	19.302663336688553
5/1/2020	14.297912523967348	12.732112513071428	16.677403698119434	23.040073874592455	11.648075105190694	2.878228519005372	18.72619376605327
6/1/2020	13.5122697397633	13.435657595150408	17.88673582932607	21.708919147937728	10.730950186777276	2.9382884590299665	19.78717904201525
7/1/2020	13.242890714870228	13.81551667499196	18.50740146060515	20.381642015824838	9.464504449278335	3.051585518688291	21.5364591657412
8/1/2020	15.051994086885975	14.002084954667177	18.50495306722065	19.600854153593414	8.881281266306654	3.109793224976916	20.849039246349214
9/1/2020	15.361484917655597	13.347865602325754	18.89621268065584	19.834731761655018	9.260554204059462	3.2201056159029866	20.079045217745342
10/1/2020	14.241666010083861	13.21406702084619	19.282805221896847	19.88623608591605	10.137712771911263	3.5340315466151906	19.703481342730598
11/1/2020	14.360410206854263	13.102363711836729	19.126632407469728	19.816714175418262	10.866134934027215	3.694025676549198	19.033718887844607
12/1/2020	15.169699459960007	12.589956478643725	18.69856997692782	20.21911645804585	10.940869980340235	3.2966929554216278	19.085094690660735
1/1/2021	14.022818444048477	12.579658089603738	16.9588973838735	23.65619704453498	11.880813177266235	2.775127817995034	18.126488042678037
2/1/2021	14.438890403152376	12.637497794207707	16.674021011615707	22.680750748435806	12.885652749914989	2.974244320608817	17.708942972064598
3/1/2021	14.437968622783984	12.769475899167212	17.065712488344605	20.633890373932708	12.418993654692235	3.0103394669138686	19.66361949416539
4/1/2021	13.410987135507375	12.404422967744537	17.26714624504594	21.9409452869371	12.267823592125428	3.119290638233407	19.589384134406213
5/1/2021	14.007106211883839	12.79937171404448	18.021419766489743	22.572638570140256	10.795883408324542	2.9974670549297673	18.80611327418737
6/1/2021	14.490435523367218	13.031728407621626	18.51917415875327	21.604378375228926	9.781525074251155	2.9232279311831837	19.649530529594617
7/1/2021	13.825575841729766	13.16524923438383	19.483524980750165	20.43380645256923	9.159375394533177	2.832054857118477	21.100413238915362
8/1/2021	12.74241898226211	13.874772901374413	21.53390759674336	20.159005127571625	9.631939893794637	2.982896814099438	19.075058684154413
9/1/2021	14.39612952807894	11.951296593247458	21.430266545855247	20.104930309425804	10.601334790356546	2.569565408975981	18.946476824060024
